Year,Month,Period,Region,Country,OpCo Code,OpCo Name,BU,SC Function,Account,Account Description,Channel,AccDetail,Scenario,Currency,Amount
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Actual,USD,-35926.42
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_CH0003I,General & Administration (channel),SC,F_CLO,Actual,USD,-17963.21
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Actual,USD,1900359.38
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_200000T,Cost of Sales,SC,F_CLO,Actual,USD,-1790468.02
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_920000T,Total Gross Profit,SC,F_CLO,Actual,USD,109891.36
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_CH0000T,Channel Expenses,SC,F_CLO,Actual,USD,-89816.05
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Actual,USD,20075.31
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PURCH_PAIRS,Purchase Pairs,SC,F_CLO,Budget,USD,248648
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_119001I,Turnover Supply Chain,SC,F_CLO,Budget,USD,1807052.25
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Budget,USD,99387.87
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_219000T,COGS Supply Chain,SC,F_CLO,Budget,USD,-1807052.25
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_225000I,Freight Costs,SC,F_CLO,Budget,USD,-10842.31
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_224000I,PPV,SC,F_CLO,Budget,USD,3614.1
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_CH0001I,Personnel (channel),SC,F_CLO,Budget,USD,-32526.94
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Budget,USD,-32526.94
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_CH0003I,General & Administration (channel),SC,F_CLO,Budget,USD,-16263.47
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Budget,USD,1906440.12
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_200000T,Cost of Sales,SC,F_CLO,Budget,USD,-1814280.46
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_920000T,Total Gross Profit,SC,F_CLO,Budget,USD,92159.66
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_CH0000T,Channel Expenses,SC,F_CLO,Budget,USD,-81317.35
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Local Sourcing,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Budget,USD,10842.31
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PROD_PAIRS,Production Pairs,SC,F_CLO,Actual,USD,457227
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_119001I,Turnover Supply Chain,SC,F_CLO,Actual,USD,3013943.36
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Actual,USD,223134.84
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_219000T,COGS Supply Chain,SC,F_CLO,Actual,USD,-3013943.36
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_227100I,Factory Personnel,SC,F_CLO,Actual,USD,-119374.92
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_227200I,Other Factory costs,SC,F_CLO,Actual,USD,-159709.52
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_227600I,Recoveries of Factory,SC,F_CLO,Actual,USD,275200.05
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_225000I,Freight Costs,SC,F_CLO,Actual,USD,-24559.28
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_CH0001I,Personnel (channel),SC,F_CLO,Actual,USD,-44728.38
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Actual,USD,-44728.38
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_CH0003I,General & Administration (channel),SC,F_CLO,Actual,USD,-22364.19
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Actual,USD,3237078.2
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_227100T,Factory Costs,SC,F_CLO,Actual,USD,-279084.44
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_227000T,Factory (under)/over recovery,SC,F_CLO,Actual,USD,-3884.39
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_200000T,Cost of Sales,SC,F_CLO,Actual,USD,-3042387.04
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_920000T,Total Gross Profit,SC,F_CLO,Actual,USD,194691.16
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_CH0000T,Channel Expenses,SC,F_CLO,Actual,USD,-111820.95
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Actual,USD,82870.21
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PROD_PAIRS,Production Pairs,SC,F_CLO,Budget,USD,442042
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_119001I,Turnover Supply Chain,SC,F_CLO,Budget,USD,2874375.5
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Budget,USD,201206.29
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_219000T,COGS Supply Chain,SC,F_CLO,Budget,USD,-2874375.5
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_227100I,Factory Personnel,SC,F_CLO,Budget,USD,-120723.77
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_227200I,Other Factory costs,SC,F_CLO,Budget,USD,-146593.15
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_227600I,Recoveries of Factory,SC,F_CLO,Budget,USD,264643.75
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_225000I,Freight Costs,SC,F_CLO,Budget,USD,-22995.0
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_CH0001I,Personnel (channel),SC,F_CLO,Budget,USD,-51738.76
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Budget,USD,-51738.76
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_CH0003I,General & Administration (channel),SC,F_CLO,Budget,USD,-25869.38
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Budget,USD,3075581.79
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_227100T,Factory Costs,SC,F_CLO,Budget,USD,-267316.92
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_227000T,Factory (under)/over recovery,SC,F_CLO,Budget,USD,-2673.17
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_200000T,Cost of Sales,SC,F_CLO,Budget,USD,-2900043.68
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_920000T,Total Gross Profit,SC,F_CLO,Budget,USD,175538.11
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_CH0000T,Channel Expenses,SC,F_CLO,Budget,USD,-129346.9
2026,8,202608,Asia-Pacific,Pakistan,PK01,Pakistan OpCo,XYZ Ltd,Manufacturing,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Budget,USD,46191.21
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PURCH_PAIRS,Purchase Pairs,SC,F_CLO,Actual,USD,575129
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_119001I,Turnover Supply Chain,SC,F_CLO,Actual,USD,6613074.04
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Actual,USD,395468.53
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_219000T,COGS Supply Chain,SC,F_CLO,Actual,USD,-6613074.04
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_225000I,Freight Costs,SC,F_CLO,Actual,USD,-91674.48
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_224000I,PPV,SC,F_CLO,Actual,USD,-10005.81
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_CH0001I,Personnel (channel),SC,F_CLO,Actual,USD,-129652.84
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Actual,USD,-129652.84
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_CH0003I,General & Administration (channel),SC,F_CLO,Actual,USD,-64826.42
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Actual,USD,7008542.58
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_200000T,Cost of Sales,SC,F_CLO,Actual,USD,-6714754.33
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_920000T,Total Gross Profit,SC,F_CLO,Actual,USD,293788.25
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_CH0000T,Channel Expenses,SC,F_CLO,Actual,USD,-324132.09
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Actual,USD,-30343.84
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PURCH_PAIRS,Purchase Pairs,SC,F_CLO,Budget,USD,587714
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_119001I,Turnover Supply Chain,SC,F_CLO,Budget,USD,6878903.19
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Budget,USD,412734.19
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_219000T,COGS Supply Chain,SC,F_CLO,Budget,USD,-6878903.19
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_225000I,Freight Costs,SC,F_CLO,Budget,USD,-96304.64
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_224000I,PPV,SC,F_CLO,Budget,USD,13757.81
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_CH0001I,Personnel (channel),SC,F_CLO,Budget,USD,-123820.26
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Budget,USD,-123820.26
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_CH0003I,General & Administration (channel),SC,F_CLO,Budget,USD,-61910.13
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Budget,USD,7291637.39
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_200000T,Cost of Sales,SC,F_CLO,Budget,USD,-6961450.03
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_920000T,Total Gross Profit,SC,F_CLO,Budget,USD,330187.35
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_CH0000T,Channel Expenses,SC,F_CLO,Budget,USD,-309550.64
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Imports,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Budget,USD,20636.71
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PURCH_PAIRS,Purchase Pairs,SC,F_CLO,Actual,USD,401667
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_119001I,Turnover Supply Chain,SC,F_CLO,Actual,USD,3276759.21
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Actual,USD,212579.89
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_219000T,COGS Supply Chain,SC,F_CLO,Actual,USD,-3276759.21
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_225000I,Freight Costs,SC,F_CLO,Actual,USD,-19772.56
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_224000I,PPV,SC,F_CLO,Actual,USD,14498.25
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_CH0001I,Personnel (channel),SC,F_CLO,Actual,USD,-61363.53
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Actual,USD,-61363.53
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_CH0003I,General & Administration (channel),SC,F_CLO,Actual,USD,-30681.76
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Actual,USD,3489339.1
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_200000T,Cost of Sales,SC,F_CLO,Actual,USD,-3282033.52
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_920000T,Total Gross Profit,SC,F_CLO,Actual,USD,207305.58
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_CH0000T,Channel Expenses,SC,F_CLO,Actual,USD,-153408.82
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Actual,USD,53896.76
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PURCH_PAIRS,Purchase Pairs,SC,F_CLO,Budget,USD,406879
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_119001I,Turnover Supply Chain,SC,F_CLO,Budget,USD,3351260.53
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Budget,USD,184319.33
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_219000T,COGS Supply Chain,SC,F_CLO,Budget,USD,-3351260.53
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_225000I,Freight Costs,SC,F_CLO,Budget,USD,-20107.56
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_224000I,PPV,SC,F_CLO,Budget,USD,6702.52
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_CH0001I,Personnel (channel),SC,F_CLO,Budget,USD,-60322.69
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Budget,USD,-60322.69
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_CH0003I,General & Administration (channel),SC,F_CLO,Budget,USD,-30161.34
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Budget,USD,3535579.86
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_200000T,Cost of Sales,SC,F_CLO,Budget,USD,-3364665.57
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_920000T,Total Gross Profit,SC,F_CLO,Budget,USD,170914.29
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_CH0000T,Channel Expenses,SC,F_CLO,Budget,USD,-150806.72
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Local Sourcing,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Budget,USD,20107.56
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PROD_PAIRS,Production Pairs,SC,F_CLO,Actual,USD,618477
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_119001I,Turnover Supply Chain,SC,F_CLO,Actual,USD,4468163.94
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Actual,USD,301224.4
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_219000T,COGS Supply Chain,SC,F_CLO,Actual,USD,-4468163.94
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_227100I,Factory Personnel,SC,F_CLO,Actual,USD,-195907.74
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_227200I,Other Factory costs,SC,F_CLO,Actual,USD,-203109.83
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_227600I,Recoveries of Factory,SC,F_CLO,Actual,USD,406583.47
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_225000I,Freight Costs,SC,F_CLO,Actual,USD,-28826.47
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_CH0001I,Personnel (channel),SC,F_CLO,Actual,USD,-79617.01
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Actual,USD,-79617.01
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_CH0003I,General & Administration (channel),SC,F_CLO,Actual,USD,-39808.5
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Actual,USD,4769388.34
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_227100T,Factory Costs,SC,F_CLO,Actual,USD,-399017.57
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_227000T,Factory (under)/over recovery,SC,F_CLO,Actual,USD,7565.91
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_200000T,Cost of Sales,SC,F_CLO,Actual,USD,-4489424.5
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_920000T,Total Gross Profit,SC,F_CLO,Actual,USD,279963.84
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_CH0000T,Channel Expenses,SC,F_CLO,Actual,USD,-199042.52
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Actual,USD,80921.32
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PROD_PAIRS,Production Pairs,SC,F_CLO,Budget,USD,723341
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_119001I,Turnover Supply Chain,SC,F_CLO,Budget,USD,5330660.03
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Budget,USD,373146.2
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_219000T,COGS Supply Chain,SC,F_CLO,Budget,USD,-5330660.03
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_227100I,Factory Personnel,SC,F_CLO,Budget,USD,-223887.72
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_227200I,Other Factory costs,SC,F_CLO,Budget,USD,-271863.66
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_227600I,Recoveries of Factory,SC,F_CLO,Budget,USD,490793.87
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_225000I,Freight Costs,SC,F_CLO,Budget,USD,-42645.28
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_CH0001I,Personnel (channel),SC,F_CLO,Budget,USD,-95951.88
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Budget,USD,-95951.88
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_CH0003I,General & Administration (channel),SC,F_CLO,Budget,USD,-47975.94
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Budget,USD,5703806.23
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_227100T,Factory Costs,SC,F_CLO,Budget,USD,-495751.38
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_227000T,Factory (under)/over recovery,SC,F_CLO,Budget,USD,-4957.51
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_200000T,Cost of Sales,SC,F_CLO,Budget,USD,-5378262.82
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_920000T,Total Gross Profit,SC,F_CLO,Budget,USD,325543.41
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_CH0000T,Channel Expenses,SC,F_CLO,Budget,USD,-239879.7
2026,8,202608,India,India,IN01,India OpCo,XYZ Ltd,Manufacturing,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Budget,USD,85663.71
2026,8,202608,Africa,Kenya,KE01,Kenya OpCo,XYZ Ltd,Imports,PURCH_PAIRS,Purchase Pairs,SC,F_CLO,Actual,USD,177688
2026,8,202608,Africa,Kenya,KE01,Kenya OpCo,XYZ Ltd,Imports,PL_119001I,Turnover Supply Chain,SC,F_CLO,Actual,USD,2256050.64
2026,8,202608,Africa,Kenya,KE01,Kenya OpCo,XYZ Ltd,Imports,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Actual,USD,138065.24
2026,8,202608,Africa,Kenya,KE01,Kenya OpCo,XYZ Ltd,Imports,PL_219000T,COGS Supply Chain,SC,F_CLO,Actual,USD,-2256050.64
2026,8,202608,Africa,Kenya,KE01,Kenya OpCo,XYZ Ltd,Imports,PL_225000I,Freight Costs,SC,F_CLO,Actual,USD,-34126.76
2026,8,202608,Africa,Kenya,KE01,Kenya OpCo,XYZ Ltd,Imports,PL_224000I,PPV,SC,F_CLO,Actual,USD,9944.35
2026,8,202608,Africa,Kenya,KE01,Kenya OpCo,XYZ Ltd,Imports,PL_CH0001I,Personnel (channel),SC,F_CLO,Actual,USD,-45832.77
2026,8,202608,Africa,Kenya,KE01,Kenya OpCo,XYZ Ltd,Imports,PL_CH0002I,Selling & Handling (channel),SC,F_CLO,Actual,USD,-45832.77
2026,8,202608,Africa,Kenya,KE01,Kenya OpCo,XYZ Ltd,Imports,PL_CH0003I,General & Administration (channel),SC,F_CLO,Actual,USD,-22916.38
2026,8,202608,Africa,Kenya,KE01,Kenya OpCo,XYZ Ltd,Imports,PL_119000T,Net Turnover Supply Chain,SC,F_CLO,Actual,USD,2394115.88
2026,8,202608,Africa,Kenya,KE01,Kenya OpCo,XYZ Ltd,Imports,PL_200000T,Cost of Sales,SC,F_CLO,Actual,USD,-2280233.05
2026,8,202608,Africa,Kenya,KE01,Kenya OpCo,XYZ Ltd,Imports,PL_920000T,Total Gross Profit,SC,F_CLO,Actual,USD,113882.83
2026,8,202608,Africa,Kenya,KE01,Kenya OpCo,XYZ Ltd,Imports,PL_CH0000T,Channel Expenses,SC,F_CLO,Actual,USD,-114581.92
2026,8,202608,Africa,Kenya,KE01,Kenya OpCo,XYZ Ltd,Imports,PL_CP0000T,Channel Operating Profit,SC,F_CLO,Actual,USD,-699.09
2026,8,202608,Africa,Kenya,KE01,Kenya OpCo,XYZ Ltd,Imports,PURCH_PAIRS,Purchase Pairs,SC,F_CLO,Budget,USD,163254
2026,8,202608,Africa,Kenya,KE01,Kenya OpCo,XYZ Ltd,Imports,PL_119001I,Turnover Supply Chain,SC,F_CLO,Budget,USD,2023206.82
2026,8,202608,Africa,Kenya,KE01,Kenya OpCo,XYZ Ltd,Imports,PL_119002I,Turnover Supply Chain - Markup,SC,F_CLO,Budget,USD,121392.41
2026,8,202608,Africa,Kenya,KE01,Kenya OpCo,XYZ Ltd,Imports,PL_219000T,COGS Supply Chain,SC,F_CLO,Budget,USD,-2023206.82
2026,8,202608,Africa,Kenya,KE01,Kenya OpCo,XYZ Ltd,Imports,PL_225000I,Freight Costs,SC,F_CLO,Budget,USD,-28324.9
