hs_code,description,bcd_rate,aidc_rate,health_cess_rate,fta_code,notification_no
40170010,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
40170020,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
40170030,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
40170040,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
40170050,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
40170090,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
41012010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41012020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41012090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41015010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41015020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41015090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41019010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41019020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41019090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41021010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41021020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41021030,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41022110,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41022120,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41022130,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41022910,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41022920,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41032000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41033000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41039000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41041110,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41041190,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41041910,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41041990,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41044100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41044900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41051010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41051090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41053000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41062110,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41062190,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41062200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41063110,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41063190,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41063200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41064000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41069110,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41069190,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41069200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41071100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41071200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41071900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41079100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41079200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41079900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41120000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41131000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41132000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41133000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41139000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41141000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41142010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41142020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41151000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41152010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
41152090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
42010000,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
42021110,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021120,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021130,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021140,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021150,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021160,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021170,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021190,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021210,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021220,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021230,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021240,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021250,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021260,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021270,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021280,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021290,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021910,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021920,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021930,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021940,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021950,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021960,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42021990,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42022110,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42022120,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42022190,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42022210,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42022220,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42022230,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42022240,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42022290,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42022910,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42022990,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42023110,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42023120,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42023190,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42023210,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42023290,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42023910,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42023990,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42029100,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42029200,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42029900,All goods,13.6,0.0,0.0,India-UK CETA,29/2026-Customs
42031010,All goods,9.0,0.0,0.0,India-UK CETA,29/2026-Customs
42031090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
42032110,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
42032120,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
42032910,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
42032920,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
42032930,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
42033000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
42034010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
42034020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
42034090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
42050011,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
42050019,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
42050020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
42050090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
42060010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
42060090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43011000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43013000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43016000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43018000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43019000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43021100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43021910,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43021920,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43021930,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43021940,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43021990,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43022000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43023000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43031010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43031020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43031090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43039010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43039020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43039090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43040011,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43040019,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
43040020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44011110,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44011190,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44011210,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44011290,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44012100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44012200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44013100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44014100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44014900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44021000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44022010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44022090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44029000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44031100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44031200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44032110,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44032120,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44032190,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44032210,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44032220,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44032290,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44032310,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44032320,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44032390,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44032410,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44032420,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44032490,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44032510,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44032520,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44032590,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44032610,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44032620,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44032690,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44034100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44034200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44034900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039300,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039400,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039500,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039600,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039700,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039800,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039911,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039912,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039913,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039914,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039915,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039916,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039917,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039918,All goods,4.8,0.0,0.0,India-UK CETA,29/2026-Customs
44039919,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039921,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039922,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039923,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039924,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039925,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039927,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039928,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44039990,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44041000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44042020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44042090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44050000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44061100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44061200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44069100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44069200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44071100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44071200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44071300,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44071400,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44071910,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44071990,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44072100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44072200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44072300,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44072500,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44072600,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44072700,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44072800,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44072900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44079100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44079200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44079300,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44079400,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44079500,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44079600,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44079700,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44079920,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44079990,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44081010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44081020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44081030,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44081090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44083110,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44083120,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44083130,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44083190,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44083910,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44083920,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44083930,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44083990,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44089010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44089020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44089090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44091010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44091020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44091090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44092100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44092200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44092910,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44092920,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44092990,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44101110,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44101120,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44101130,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44101190,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44101210,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44101290,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44101900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44109010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44109020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44109030,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44109040,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44109050,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44109090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44111200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44111300,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44111400,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44119211,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44119219,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44119221,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44119229,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44119311,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44119319,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44119321,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44119329,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44119411,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44119419,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44119421,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44119422,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44119423,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44119429,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44121000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123110,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123120,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123130,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123140,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123150,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123190,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123310,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123320,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123330,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123340,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123390,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123410,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123420,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123430,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123440,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123490,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123910,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123920,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123930,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123940,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44123990,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44124100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44124200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44124900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44125100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44125200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44125900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44129110,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44129120,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44129130,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44129140,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44129190,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44129210,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44129220,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44129230,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44129240,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44129290,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44129910,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44129920,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44129930,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44129940,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44129990,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44130000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44141000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44149000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44151000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44152000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44160010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44160020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44160091,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44160099,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44170000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44181100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44181900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44183000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44184000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44185000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44187300,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44187400,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44187500,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44187900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44188100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44188200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44188300,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44188900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44189100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44189200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44189900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44191100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44191200,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44191900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44192000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44199010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44199020,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44199090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44201100,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44201900,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44209010,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44209090,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44211000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44212000,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44219111,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44219112,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44219113,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44219114,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
44219119,All goods,0.0,0.0,0.0,India-UK CETA,29/2026-Customs
