Billing Document,Billing Date,Document Type,Company Code,Sales Organization,Distribution Channel,Division,Sold-to Party Name,Payer,Country Key,Material Description,Net Value,Currency,Reference Sales Order,Fiscal Year Period,Created By,Created On
1800000751,2024-04-24,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Analytics Suite License (Annual),38922.56,EUR,SO-2755683,2024/04,M.DEVRIES,2024-04-24
1800000753,2024-07-17,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,PLC Programming Unit,6748.06,EUR,SO-5490820,2024/07,M.DEVRIES,2024-07-17
1800000754,2025-03-10,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Technical Training Package,5865.98,EUR,SO-3412318,2025/03,A.KOK,2025-03-10
1800000755,2024-05-06,F2,NL01,NL01,10,00,De Boer Industrial N.V.,De Boer Industrial N.V.,Netherlands,Support Retainer Services,14801.21,EUR,SO-1656523,2024/05,BATCHJOB,2024-05-06
1800000757,2025-02-07,F2,NL01,NL01,10,00,Schneider Maschinenbau GmbH,Schneider Maschinenbau GmbH,Germany,Custom Integration Services,6589.11,EUR,SO-2697611,2025/02,M.DEVRIES,2025-02-07
1800000759,2024-06-11,F2,NL01,NL01,10,00,Martens Industrieel B.V.,Martens Industrieel B.V.,Netherlands,Implementation Consulting Services,16500.0,EUR,SO-4033116,2024/06,A.KOK,2024-06-11
1800000761,2025-01-26,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,ERP Connector License (Annual),7453.81,EUR,SO-6339663,2025/01,S.BAKKER,2025-01-26
1800000762,2025-01-30,F2,NL01,NL01,20,00,Duval Distribution SARL,Duval Distribution SARL,France,Electric Motor EM-750,13093.2,EUR,SO-8960677,2025/01,A.KOK,2025-01-30
1800000764,2024-09-13,F2,NL01,NL01,20,00,Van der Berg Logistiek B.V.,Van der Berg Logistiek B.V.,Netherlands,PLC Programming Unit,33498.01,EUR,SO-6011875,2024/09,R.JANSSEN,2024-09-13
1800000766,2024-12-30,F2,NL01,NL01,20,00,Duval Distribution SARL,Duval Distribution SARL,France,Safety System Upgrade Kit,20981.44,EUR,SO-3334588,2024/12,R.JANSSEN,2024-12-30
1800000768,2024-10-21,F2,NL01,NL01,10,00,Schouten Productie B.V.,Schouten Productie B.V.,Netherlands,Cloud Hosting Subscription (Annual),19510.45,EUR,SO-8661241,2024/10,BATCHJOB,2024-10-21
1800000770,2025-01-19,F2,NL01,NL01,10,00,De Groot Handelsonderneming B.V.,De Groot Handelsonderneming B.V.,Netherlands,Conveyor Belt System CB-12,7114.52,EUR,SO-2661764,2025/01,R.JANSSEN,2025-01-19
1800000771,2025-01-13,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,ERP Connector License (Annual),12841.12,EUR,SO-7694416,2025/01,S.BAKKER,2025-01-13
1800000772,2024-04-04,F2,NL01,NL01,20,00,De Groot Handelsonderneming B.V.,De Groot Handelsonderneming B.V.,Netherlands,Industrial Network Switch NS-24,12819.5,EUR,SO-9426087,2024/04,BATCHJOB,2024-04-04
1800000774,2024-09-02,F2,NL01,NL01,20,00,Van der Linden Advies B.V.,Van der Linden Advies B.V.,Netherlands,Warehouse Management Module,8012.16,EUR,SO-9152866,2024/09,A.KOK,2024-09-02
1800000775,2024-12-27,F2,NL01,NL01,10,00,Van der Berg Logistiek B.V.,Van der Berg Logistiek B.V.,Netherlands,Annual Maintenance Contract,4788.67,EUR,SO-9584816,2024/12,M.DEVRIES,2024-12-27
1800000776,2024-05-24,F2,NL01,NL01,20,00,Amsterdam Tech Solutions B.V.,Amsterdam Tech Solutions B.V.,Netherlands,Safety System Upgrade Kit,2000.0,EUR,SO-7524052,2024/05,BATCHJOB,2024-05-24
1800000778,2024-04-25,F2,NL01,NL01,10,00,Van den Berg Retail Group B.V.,Van den Berg Retail Group B.V.,Netherlands,Cloud Hosting Subscription (Annual),46632.22,EUR,SO-6607637,2024/04,A.KOK,2024-04-25
1800000779,2025-02-03,F2,NL01,NL01,10,00,Verhoeven Technische Handel B.V.,Verhoeven Technische Handel B.V.,Netherlands,Data Migration Services,5490.12,EUR,SO-1036367,2025/02,S.BAKKER,2025-02-03
1800000780,2025-01-20,F2,NL01,NL01,10,00,Smit Engineering B.V.,Smit Engineering B.V.,Netherlands,Technical Training Package,23439.81,EUR,SO-5309205,2025/01,S.BAKKER,2025-01-20
1800000781,2024-07-23,F2,NL01,NL01,10,00,De Boer Industrial N.V.,De Boer Industrial N.V.,Netherlands,Implementation Consulting Services,22500.0,EUR,SO-3939785,2024/07,M.DEVRIES,2024-07-23
1800000782,2024-05-08,G2,NL01,NL01,10,00,De Boer Industrial N.V.,De Boer Industrial N.V.,Netherlands,Data Migration Services,-9637.72,EUR,SO-3772278,2024/05,S.BAKKER,2024-05-08
1800000783,2025-02-20,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Annual Maintenance Contract,24745.38,EUR,SO-1324078,2025/02,BATCHJOB,2025-02-20
1800000784,2024-08-08,F2,NL01,NL01,20,00,Bakker Elektronica B.V.,Bakker Elektronica B.V.,Netherlands,Conveyor Belt System CB-12,21064.29,EUR,SO-8159771,2024/08,R.JANSSEN,2024-08-08
1800000785,2025-01-07,F2,NL01,NL01,10,00,Vermeulen Logistics B.V.,Vermeulen Logistics B.V.,Netherlands,Safety System Upgrade Kit,27866.1,EUR,SO-7315625,2025/01,BATCHJOB,2025-01-07
1800000786,2025-02-20,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Safety System Upgrade Kit,19047.33,EUR,SO-6367744,2025/02,S.BAKKER,2025-02-20
1800000787,2024-09-23,F2,NL01,NL01,10,00,Meijer Energie B.V.,Meijer Energie B.V.,Netherlands,Safety System Upgrade Kit,6867.41,EUR,SO-2579984,2024/09,BATCHJOB,2024-09-23
1800000789,2024-07-17,F2,NL01,NL01,10,00,Timmermans Bouw B.V.,Timmermans Bouw B.V.,Netherlands,Technical Training Package,17346.48,EUR,SO-1365422,2024/07,R.JANSSEN,2024-07-17
1800000790,2024-09-05,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Electric Motor EM-750,3574.66,EUR,SO-2979981,2024/09,A.KOK,2024-09-05
1800000792,2024-05-24,F2,NL01,NL01,10,00,Rotterdam Haven Diensten B.V.,Rotterdam Haven Diensten B.V.,Netherlands,Warehouse Management Module,17443.82,EUR,SO-2520085,2024/05,BATCHJOB,2024-05-24
1800000793,2025-03-13,F2,NL01,NL01,10,00,Timmermans Bouw B.V.,Timmermans Bouw B.V.,Netherlands,Hydraulic Pump Unit HP-450,10948.3,EUR,SO-4398131,2025/03,S.BAKKER,2025-03-13
1800000795,2025-01-09,F2,NL01,NL01,10,00,Van der Berg Logistiek B.V.,Van der Berg Logistiek B.V.,Netherlands,Custom Integration Services,15427.91,EUR,SO-9164938,2025/01,S.BAKKER,2025-01-09
1800000797,2024-12-31,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Data Migration Services,3457.23,EUR,SO-5505648,2024/12,R.JANSSEN,2024-12-31
1800000798,2025-03-06,F2,NL01,NL01,10,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,ERP Connector License (Annual),15991.21,EUR,SO-6621340,2025/03,BATCHJOB,2025-03-06
1800000800,2024-09-27,F2,NL01,NL01,10,00,Kuipers Machinefabriek B.V.,Kuipers Machinefabriek B.V.,Netherlands,Sensor Calibration Kit,4424.44,EUR,SO-5476464,2024/09,S.BAKKER,2024-09-27
1800000802,2025-03-19,F2,NL01,NL01,10,00,Van Dijk Transport B.V.,Van Dijk Transport B.V.,Netherlands,Sensor Calibration Kit,7491.16,EUR,SO-6181779,2025/03,A.KOK,2025-03-19
1800000804,2024-07-05,F2,NL01,NL01,20,00,Amsterdam Tech Solutions B.V.,Amsterdam Tech Solutions B.V.,Netherlands,PLC Programming Unit,11301.05,EUR,SO-3704907,2024/07,S.BAKKER,2024-07-05
1800000805,2024-05-13,G2,NL01,NL01,10,00,Timmermans Bouw B.V.,Timmermans Bouw B.V.,Netherlands,ERP Connector License (Annual),-3992.95,EUR,SO-1419727,2024/05,A.KOK,2024-05-13
1800000806,2025-01-22,F2,NL01,NL01,10,00,Timmermans Bouw B.V.,Timmermans Bouw B.V.,Netherlands,Support Retainer Services,29229.81,EUR,SO-6588035,2025/01,R.JANSSEN,2025-01-22
1800000808,2024-11-18,F2,NL01,NL01,10,00,Van der Berg Logistiek B.V.,Van der Berg Logistiek B.V.,Netherlands,Annual Maintenance Contract,14362.24,EUR,SO-8463525,2024/11,BATCHJOB,2024-11-18
1800000810,2025-02-20,F2,NL01,NL01,30,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Sensor Calibration Kit,7120.09,EUR,SO-4911188,2025/02,M.DEVRIES,2025-02-20
1800000812,2025-03-25,F2,NL01,NL01,10,00,Schneider Maschinenbau GmbH,Schneider Maschinenbau GmbH,Germany,Electric Motor EM-750,19702.77,EUR,SO-5097075,2025/03,A.KOK,2025-03-25
1800000814,2025-03-14,F2,NL01,NL01,20,00,Global Tech Solutions Inc,Global Tech Solutions Inc,United States,Automation Controller Pro,6978.85,EUR,SO-5131948,2025/03,R.JANSSEN,2025-03-14
1800000816,2025-01-30,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Warehouse Management Module,11000.0,EUR,SO-6247582,2025/01,A.KOK,2025-01-30
1800000818,2024-10-12,F2,NL01,NL01,10,00,Van Damme Trading NV,Van Damme Trading NV,Belgium,Custom Integration Services,16736.57,EUR,SO-2018514,2024/10,S.BAKKER,2024-10-12
1800000819,2024-07-13,F2,NL01,NL01,10,00,Timmermans Bouw B.V.,Timmermans Bouw B.V.,Netherlands,Standard Spare Parts Bundle,5581.49,EUR,SO-8806889,2024/07,R.JANSSEN,2024-07-13
1800000821,2024-04-19,F2,NL01,NL01,20,00,Rotterdam Haven Diensten B.V.,Rotterdam Haven Diensten B.V.,Netherlands,Automation Controller Pro,11620.14,EUR,SO-1259762,2024/04,S.BAKKER,2024-04-19
1800000823,2024-05-15,F2,NL01,NL01,10,00,Muller Industrietechnik GmbH,Muller Industrietechnik GmbH,Germany,Industrial Network Switch NS-24,13500.0,EUR,SO-3498051,2024/05,R.JANSSEN,2024-05-15
1800000825,2025-01-29,F2,NL01,NL01,30,00,Van der Heijden Supply Chain B.V.,Van der Heijden Supply Chain B.V.,Netherlands,ERP Connector License (Annual),1304.11,EUR,SO-5843080,2025/01,S.BAKKER,2025-01-29
1800000826,2024-11-04,F2,NL01,NL01,10,00,Verhoeven Technische Handel B.V.,Verhoeven Technische Handel B.V.,Netherlands,Data Migration Services,23235.96,EUR,SO-7330735,2024/11,BATCHJOB,2024-11-04
1800000827,2024-04-17,F2,NL01,NL01,20,00,Van den Berg Retail Group B.V.,Van den Berg Retail Group B.V.,Netherlands,Industrial Sensor Module X200,6693.96,EUR,SO-2707922,2024/04,M.DEVRIES,2024-04-17
1800000828,2024-04-19,F2,NL01,NL01,10,00,Rotterdam Haven Diensten B.V.,Rotterdam Haven Diensten B.V.,Netherlands,ERP Connector License (Annual),4066.5,EUR,SO-5818913,2024/04,R.JANSSEN,2024-04-19
1800000829,2024-10-02,F2,NL01,NL01,30,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Technical Training Package,32786.66,EUR,SO-2975564,2024/10,S.BAKKER,2024-10-02
1800000831,2025-02-18,F2,NL01,NL01,10,00,Schneider Maschinenbau GmbH,Schneider Maschinenbau GmbH,Germany,Annual Maintenance Contract,3431.26,EUR,SO-4689362,2025/02,A.KOK,2025-02-18
1800000832,2025-02-12,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Industrial Sensor Module X200,33164.15,EUR,SO-7248701,2025/02,M.DEVRIES,2025-02-12
1800000834,2024-12-10,F2,NL01,NL01,10,00,Duval Distribution SARL,Duval Distribution SARL,France,Cloud Hosting Subscription (Annual),25376.43,EUR,SO-7221447,2024/12,M.DEVRIES,2024-12-10
1800000836,2025-02-05,F2,NL01,NL01,10,00,Van den Berg Retail Group B.V.,Van den Berg Retail Group B.V.,Netherlands,Warehouse Management Module,15400.61,EUR,SO-2635254,2025/02,R.JANSSEN,2025-02-05
1800000838,2025-03-05,G2,NL01,NL01,10,00,Dekker IT Solutions B.V.,Dekker IT Solutions B.V.,Netherlands,Custom Integration Services,-4086.43,EUR,SO-3741864,2025/03,S.BAKKER,2025-03-05
1800000840,2024-10-08,F2,NL01,NL01,10,00,Kok Software B.V.,Kok Software B.V.,Netherlands,Analytics Suite License (Annual),3466.28,EUR,SO-2986641,2024/10,BATCHJOB,2024-10-08
1800000842,2025-02-14,F2,NL01,NL01,20,00,Timmermans Bouw B.V.,Timmermans Bouw B.V.,Netherlands,Cloud Hosting Subscription (Annual),16090.88,EUR,SO-4100724,2025/02,BATCHJOB,2025-02-14
1800000843,2024-11-26,F2,NL01,NL01,20,00,Van Dijk Transport B.V.,Van Dijk Transport B.V.,Netherlands,Electric Motor EM-750,57866.04,EUR,SO-6698475,2024/11,A.KOK,2024-11-26
1800000845,2024-12-31,F2,NL01,NL01,10,00,Rotterdam Haven Diensten B.V.,Rotterdam Haven Diensten B.V.,Netherlands,Hydraulic Pump Unit HP-450,9500.0,EUR,SO-4411019,2024/12,BATCHJOB,2024-12-31
1800000847,2024-04-18,F2,NL01,NL01,10,00,Amsterdam Tech Solutions B.V.,Amsterdam Tech Solutions B.V.,Netherlands,Technical Training Package,3631.18,EUR,SO-3630515,2024/04,BATCHJOB,2024-04-18
1800000848,2024-07-02,F2,NL01,NL01,10,00,Duval Distribution SARL,Duval Distribution SARL,France,Electric Motor EM-750,5347.22,EUR,SO-7598169,2024/07,BATCHJOB,2024-07-02
1800000849,2024-12-14,F2,NL01,NL01,30,00,Mulder Groothandel B.V.,Mulder Groothandel B.V.,Netherlands,Industrial Network Switch NS-24,13930.84,EUR,SO-5367978,2024/12,S.BAKKER,2024-12-14
1800000851,2024-04-12,F2,NL01,NL01,20,00,Amsterdam Tech Solutions B.V.,Amsterdam Tech Solutions B.V.,Netherlands,Industrial Network Switch NS-24,6500.0,EUR,SO-6485220,2024/04,BATCHJOB,2024-04-12
1800000853,2025-01-15,F2,NL01,NL01,10,00,Van der Linden Advies B.V.,Van der Linden Advies B.V.,Netherlands,Standard Spare Parts Bundle,19452.33,EUR,SO-3424655,2025/01,M.DEVRIES,2025-01-15
1800000855,2025-01-10,F2,NL01,NL01,20,00,Meijer Energie B.V.,Meijer Energie B.V.,Netherlands,Analytics Suite License (Annual),23470.88,EUR,SO-6939811,2025/01,S.BAKKER,2025-01-10
1800000857,2024-12-24,F2,NL01,NL01,10,00,Rotterdam Haven Diensten B.V.,Rotterdam Haven Diensten B.V.,Netherlands,Electric Motor EM-750,1816.76,EUR,SO-7917130,2024/12,BATCHJOB,2024-12-24
1800000859,2024-12-27,F2,NL01,NL01,20,00,Timmermans Bouw B.V.,Timmermans Bouw B.V.,Netherlands,Support Retainer Services,4000.0,EUR,SO-3723195,2024/12,M.DEVRIES,2024-12-27
1800000861,2025-03-18,F2,NL01,NL01,10,00,Van Damme Trading NV,Van Damme Trading NV,Belgium,Implementation Consulting Services,19000.0,EUR,SO-1241834,2025/03,A.KOK,2025-03-18
1800000862,2024-04-05,F2,NL01,NL01,10,00,Dekker IT Solutions B.V.,Dekker IT Solutions B.V.,Netherlands,ERP Connector License (Annual),16949.92,EUR,SO-6020567,2024/04,R.JANSSEN,2024-04-05
1800000863,2024-07-15,F2,NL01,NL01,30,00,Kuipers Machinefabriek B.V.,Kuipers Machinefabriek B.V.,Netherlands,Electric Motor EM-750,8151.7,EUR,SO-7879754,2024/07,S.BAKKER,2024-07-15
1800000865,2024-05-27,F2,NL01,NL01,10,00,De Wit Consultancy B.V.,De Wit Consultancy B.V.,Netherlands,Sensor Calibration Kit,5296.66,EUR,SO-2721690,2024/05,BATCHJOB,2024-05-27
1800000866,2025-01-10,F2,NL01,NL01,20,00,Meijer Energie B.V.,Meijer Energie B.V.,Netherlands,Industrial Network Switch NS-24,20125.51,EUR,SO-2979936,2025/01,R.JANSSEN,2025-01-10
1800000868,2025-02-17,F2,NL01,NL01,10,00,Kuipers Machinefabriek B.V.,Kuipers Machinefabriek B.V.,Netherlands,Safety System Upgrade Kit,11388.33,EUR,SO-5161968,2025/02,R.JANSSEN,2025-02-17
1800000870,2024-11-21,F2,NL01,NL01,20,00,Dekker IT Solutions B.V.,Dekker IT Solutions B.V.,Netherlands,Warehouse Management Module,11109.31,EUR,SO-8379358,2024/11,BATCHJOB,2024-11-21
1800000872,2024-10-11,F2,NL01,NL01,10,00,Amsterdam Tech Solutions B.V.,Amsterdam Tech Solutions B.V.,Netherlands,Electric Motor EM-750,8885.57,EUR,SO-2052459,2024/10,S.BAKKER,2024-10-11
1800000873,2025-03-24,F2,NL01,NL01,10,00,Verhoeven Technische Handel B.V.,Verhoeven Technische Handel B.V.,Netherlands,Hydraulic Pump Unit HP-450,1837.36,EUR,SO-2724920,2025/03,A.KOK,2025-03-24
1800000875,2024-12-18,F2,NL01,NL01,20,00,Mulder Groothandel B.V.,Mulder Groothandel B.V.,Netherlands,Annual Maintenance Contract,2004.61,EUR,SO-6426758,2024/12,M.DEVRIES,2024-12-18
1800000876,2025-01-29,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Industrial Sensor Module X200,4526.1,EUR,SO-8248234,2025/01,S.BAKKER,2025-01-29
1800000877,2025-03-05,F2,NL01,NL01,30,00,Peters Automatisering B.V.,Peters Automatisering B.V.,Netherlands,Annual Maintenance Contract,11772.56,EUR,SO-6643522,2025/03,S.BAKKER,2025-03-05
1800000878,2024-12-09,F2,NL01,NL01,20,00,Kuipers Machinefabriek B.V.,Kuipers Machinefabriek B.V.,Netherlands,Hydraulic Pump Unit HP-450,33000.0,EUR,SO-7564629,2024/12,A.KOK,2024-12-09
1800000880,2024-10-12,F2,NL01,NL01,10,00,De Boer Industrial N.V.,De Boer Industrial N.V.,Netherlands,Custom Integration Services,10718.66,EUR,SO-3681751,2024/10,M.DEVRIES,2024-10-12
1800000881,2025-03-31,F2,NL01,NL01,10,00,De Vries Energy Solutions B.V.,De Vries Energy Solutions B.V.,Netherlands,PLC Programming Unit,9591.85,EUR,SO-1537809,2025/03,M.DEVRIES,2025-03-31
1800000882,2025-03-06,F2,NL01,NL01,20,00,Peters Automatisering B.V.,Peters Automatisering B.V.,Netherlands,Automation Controller Pro,15907.84,EUR,SO-4342006,2025/03,M.DEVRIES,2025-03-06
1800000884,2025-03-07,F2,NL01,NL01,20,00,Van der Linden Advies B.V.,Van der Linden Advies B.V.,Netherlands,Analytics Suite License (Annual),43675.02,EUR,SO-2959497,2025/03,A.KOK,2025-03-07
1800000886,2024-08-18,F2,NL01,NL01,20,00,Van der Linden Advies B.V.,Van der Linden Advies B.V.,Netherlands,Custom Integration Services,11121.47,EUR,SO-8237395,2024/08,S.BAKKER,2024-08-18
1800000887,2024-05-06,F2,NL01,NL01,10,00,De Boer Industrial N.V.,De Boer Industrial N.V.,Netherlands,Conveyor Belt System CB-12,25842.14,EUR,SO-7975400,2024/05,S.BAKKER,2024-05-06
1800000889,2025-02-25,F2,NL01,NL01,10,00,Dekker IT Solutions B.V.,Dekker IT Solutions B.V.,Netherlands,Safety System Upgrade Kit,16571.06,EUR,SO-5238553,2025/02,S.BAKKER,2025-02-25
1800000891,2024-10-25,F2,NL01,NL01,10,00,Van Dijk Transport B.V.,Van Dijk Transport B.V.,Netherlands,Industrial Sensor Module X200,14096.47,EUR,SO-4315058,2024/10,S.BAKKER,2024-10-25
1800000892,2025-02-05,F2,NL01,NL01,30,00,Schneider Maschinenbau GmbH,Schneider Maschinenbau GmbH,Germany,Standard Spare Parts Bundle,3639.94,EUR,SO-5276502,2025/02,M.DEVRIES,2025-02-05
1800000893,2025-02-28,F2,NL01,NL01,20,00,Duval Distribution SARL,Duval Distribution SARL,France,Annual Maintenance Contract,30932.19,EUR,SO-6175441,2025/02,M.DEVRIES,2025-02-28
1800000894,2024-06-24,F2,NL01,NL01,10,00,De Wit Consultancy B.V.,De Wit Consultancy B.V.,Netherlands,Annual Maintenance Contract,25860.35,EUR,SO-4433566,2024/06,BATCHJOB,2024-06-24
1800000895,2025-02-03,F2,NL01,NL01,20,00,Bakker Elektronica B.V.,Bakker Elektronica B.V.,Netherlands,Automation Controller Pro,11574.32,EUR,SO-6755856,2025/02,R.JANSSEN,2025-02-03
1800000896,2024-09-19,F2,NL01,NL01,20,00,Dekker IT Solutions B.V.,Dekker IT Solutions B.V.,Netherlands,Analytics Suite License (Annual),31728.7,EUR,SO-1176799,2024/09,A.KOK,2024-09-19
1800000898,2025-03-28,F2,NL01,NL01,30,00,Meijer Energie B.V.,Meijer Energie B.V.,Netherlands,ERP Connector License (Annual),8258.73,EUR,SO-3234121,2025/03,R.JANSSEN,2025-03-28
1800000899,2024-04-22,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,ERP Connector License (Annual),7751.75,EUR,SO-6611540,2024/04,M.DEVRIES,2024-04-22
1800000901,2024-10-15,F2,NL01,NL01,20,00,Timmermans Bouw B.V.,Timmermans Bouw B.V.,Netherlands,Safety System Upgrade Kit,4167.2,EUR,SO-9347434,2024/10,M.DEVRIES,2024-10-15
1800000902,2025-01-07,F2,NL01,NL01,10,00,Post Digitale Diensten B.V.,Post Digitale Diensten B.V.,Netherlands,Electric Motor EM-750,3500.0,EUR,SO-3820087,2025/01,S.BAKKER,2025-01-07
1800000903,2024-12-30,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Support Retainer Services,5968.85,EUR,SO-1473295,2024/12,BATCHJOB,2024-12-30
1800000904,2025-03-14,F2,NL01,NL01,10,00,De Vries Energy Solutions B.V.,De Vries Energy Solutions B.V.,Netherlands,ERP Connector License (Annual),13336.7,EUR,SO-2526760,2025/03,BATCHJOB,2025-03-14
1800000906,2025-02-19,F2,NL01,NL01,10,00,Kuipers Machinefabriek B.V.,Kuipers Machinefabriek B.V.,Netherlands,Warehouse Management Module,1291.29,EUR,SO-1558164,2025/02,A.KOK,2025-02-19
1800000908,2025-01-07,F2,NL01,NL01,10,00,Timmermans Bouw B.V.,Timmermans Bouw B.V.,Netherlands,Industrial Sensor Module X200,24618.9,EUR,SO-1926513,2025/01,A.KOK,2025-01-07
1800000910,2024-05-28,F2,NL01,NL01,20,00,Groenendijk Handel B.V.,Groenendijk Handel B.V.,Netherlands,Annual Maintenance Contract,18017.12,EUR,SO-5454913,2024/05,R.JANSSEN,2024-05-28
1800000912,2025-03-24,F2,NL01,NL01,10,00,Timmermans Bouw B.V.,Timmermans Bouw B.V.,Netherlands,Support Retainer Services,2503.2,EUR,SO-4223435,2025/03,S.BAKKER,2025-03-24
1800000914,2024-04-19,F2,NL01,NL01,10,00,Van den Berg Retail Group B.V.,Van den Berg Retail Group B.V.,Netherlands,Standard Spare Parts Bundle,7943.8,EUR,SO-3468596,2024/04,S.BAKKER,2024-04-19
1800000916,2024-12-20,F2,NL01,NL01,10,00,Kuipers Machinefabriek B.V.,Kuipers Machinefabriek B.V.,Netherlands,Implementation Consulting Services,19864.76,EUR,SO-2395537,2024/12,M.DEVRIES,2024-12-20
1800000917,2024-10-10,F2,NL01,NL01,10,00,De Groot Handelsonderneming B.V.,De Groot Handelsonderneming B.V.,Netherlands,Conveyor Belt System CB-12,13680.45,EUR,SO-6782349,2024/10,S.BAKKER,2024-10-10
1800000918,2025-01-19,F2,NL01,NL01,30,00,Rotterdam Haven Diensten B.V.,Rotterdam Haven Diensten B.V.,Netherlands,Custom Integration Services,15387.47,EUR,SO-8698478,2025/01,A.KOK,2025-01-19
1800000920,2024-10-21,F2,NL01,NL01,10,00,Vermeulen Logistics B.V.,Vermeulen Logistics B.V.,Netherlands,Automation Controller Pro,4329.37,EUR,SO-1134778,2024/10,M.DEVRIES,2024-10-21
1800000922,2024-06-11,F2,NL01,NL01,20,00,Peters Automatisering B.V.,Peters Automatisering B.V.,Netherlands,Conveyor Belt System CB-12,12155.9,EUR,SO-6935870,2024/06,BATCHJOB,2024-06-11
1800000924,2024-04-29,F2,NL01,NL01,20,00,Schneider Maschinenbau GmbH,Schneider Maschinenbau GmbH,Germany,Standard Spare Parts Bundle,2000.0,EUR,SO-3741109,2024/04,A.KOK,2024-04-29
1800000926,2024-11-01,F2,NL01,NL01,20,00,Martens Industrieel B.V.,Martens Industrieel B.V.,Netherlands,Analytics Suite License (Annual),23939.33,EUR,SO-1730398,2024/11,R.JANSSEN,2024-11-01
1800000927,2024-12-26,F2,NL01,NL01,10,00,Hofman Electro B.V.,Hofman Electro B.V.,Netherlands,Automation Controller Pro,11257.66,EUR,SO-9267817,2024/12,BATCHJOB,2024-12-26
1800000929,2024-12-25,F2,NL01,NL01,10,00,De Wit Consultancy B.V.,De Wit Consultancy B.V.,Netherlands,Safety System Upgrade Kit,10973.9,EUR,SO-7203368,2024/12,R.JANSSEN,2024-12-25
1800000931,2024-10-23,F2,NL01,NL01,10,00,De Vries Energy Solutions B.V.,De Vries Energy Solutions B.V.,Netherlands,Implementation Consulting Services,15744.21,EUR,SO-9146505,2024/10,A.KOK,2024-10-23
1800000933,2024-10-21,F2,NL01,NL01,20,00,De Boer Industrial N.V.,De Boer Industrial N.V.,Netherlands,Standard Spare Parts Bundle,11000.0,EUR,SO-6532430,2024/10,BATCHJOB,2024-10-21
1800000934,2024-12-17,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,PLC Programming Unit,7205.77,EUR,SO-3183711,2024/12,BATCHJOB,2024-12-17
1800000935,2025-03-01,F2,NL01,NL01,10,00,Jansen Bouwmaterialen B.V.,Jansen Bouwmaterialen B.V.,Netherlands,ERP Connector License (Annual),9082.31,EUR,SO-7760027,2025/03,BATCHJOB,2025-03-01
1800000937,2025-03-20,F2,NL01,NL01,10,00,De Groot Handelsonderneming B.V.,De Groot Handelsonderneming B.V.,Netherlands,Sensor Calibration Kit,10054.68,EUR,SO-2983500,2025/03,R.JANSSEN,2025-03-20
1800000939,2024-11-07,F2,NL01,NL01,10,00,Willemsen Innovatie B.V.,Willemsen Innovatie B.V.,Netherlands,Implementation Consulting Services,9223.83,EUR,SO-2052773,2024/11,R.JANSSEN,2024-11-07
1800000941,2024-10-29,F2,NL01,NL01,20,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Data Migration Services,7765.96,EUR,SO-7980822,2024/10,R.JANSSEN,2024-10-29
1800000943,2024-04-05,F2,NL01,NL01,10,00,Verhoeven Technische Handel B.V.,Verhoeven Technische Handel B.V.,Netherlands,Sensor Calibration Kit,14131.06,EUR,SO-9303481,2024/04,A.KOK,2024-04-05
1800000944,2025-03-18,F2,NL01,NL01,10,00,Hendriks Metaalbewerking B.V.,Hendriks Metaalbewerking B.V.,Netherlands,Industrial Network Switch NS-24,1720.83,EUR,SO-5422935,2025/03,A.KOK,2025-03-18
